# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Thu Jun 11 20:40:39 AEST 2020 [seed=1591872020618]
# -window -working -options
# keywords: skyline
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	tmrca(Bandjalangic)	tmrca(CentralNSW)	tmrca(Gumbaynggiric)	tmrca(Kalkatungic)	tmrca(KanyaraMantharta)	tmrca(Karnic)	tmrca(Kartu)	tmrca(Marrngu)	tmrca(Mayi)	tmrca(Ngayarta)	tmrca(NgumpinYapa)	tmrca(PamaMaric)	tmrca(SouthWest)	tmrca(ThuraYura)	tmrca(WakaGabi)	tmrca(Warluwaric)	tmrca(Wati)	tmrca(Yolngu)	age(Bandjalangic)	age(CentralNSW)	age(Gumbaynggiric)	age(Kalkatungic)	age(KanyaraMantharta)	age(Karnic)	age(Kartu)	age(Marrngu)	age(Mayi)	age(Ngayarta)	age(NgumpinYapa)	age(PamaMaric)	age(SouthWest)	age(ThuraYura)	age(WakaGabi)	age(Warluwaric)	age(Wati)	age(Yolngu)	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.popSize6	skyline.popSize7	skyline.popSize8	skyline.popSize9	skyline.popSize10	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	skyline.groupSize6	skyline.groupSize7	skyline.groupSize8	skyline.groupSize9	skyline.groupSize10	clock.rate	meanRate	treeLikelihood	branchRates	skyline
50000	-19460.237391762155	-3547.140463782408	-15913.096927979746	7586.201625525608	-1915.2016255256076	78712.08125463892	5788.019765846682	6366.840546545236	6177.370179826962	6031.414686351114	6296.408515801963	6229.498807329713	6295.625902198775	6413.0777132035455	6343.579684318308	6406.52086408945	6882.360718294614	7012.858852555959	6301.354109061368	6280.187722242195	6301.377015120157	6610.643182285812	6595.39061143947	6659.087976536923	-117.01976584668228	-695.8405465452361	-506.37017982696216	-360.41468635111414	-625.4085158019634	-558.4988073297127	-624.6259021987753	-742.0777132035455	-672.579684318308	-735.5208640894498	-1211.3607182946143	-1341.858852555959	-630.354109061368	-609.1877222421954	-630.377015120157	-939.6431822858121	-924.3906114394704	-988.0879765369227	119489.74503701433	53886.037419892484	2431.182769533534	6080.0963871927215	12028.242038042132	15326.719806522678	4368.963667548283	3675.853507797412	5473.408747439209	548.9598067967477	17.0	21.0	11.0	1.0	9.0	1.0	23.0	6.0	11.0	11.0	9.94003847920926E-5	9.940038479209256E-5	-15913.096927979746	0.0	-1125.6531252587483
55000	-19450.037470825257	-3545.247971146673	-15904.789499678585	7560.083568110597	-1889.0835681105973	78263.49552443449	5778.59486247311	6287.572144105863	6231.1023208469	6178.084382697955	6289.764685836963	6296.264349878162	6274.8284113673535	6422.419280883651	6331.970727058987	6317.093181482323	6867.340403627526	7019.779756990021	6332.816721972801	6239.765730422337	6305.98385583283	6678.119724247716	6563.371631165059	6470.079509555434	-107.59486247310997	-616.5721441058631	-560.1023208468996	-507.08438269795533	-618.7646858369626	-625.2643498781617	-603.8284113673535	-751.4192808836506	-660.970727058987	-646.0931814823234	-1196.340403627526	-1348.7797569900213	-661.8167219728011	-568.7657304223367	-634.9838558328302	-1007.1197242477156	-892.3716311650587	-799.079509555434	113019.9603042712	38741.11087690789	7694.441658218055	4187.649686829854	5979.403652130673	23002.97609388691	5590.385715165093	2814.754370214894	2801.695338505291	432.9258916649279	13.0	24.0	5.0	9.0	8.0	3.0	24.0	2.0	12.0	11.0	9.78517460435429E-5	9.785174604354284E-5	-15904.789499678585	0.0	-1125.281525490327
60000	-19440.053029630377	-3537.8082767098226	-15902.244752920555	7461.619378117273	-1790.6193781172733	77912.8067949464	5800.521485418088	6339.756034057151	6273.371477698387	6067.616323614714	6273.484621334273	6290.229937388415	6173.282119525833	6335.738707762569	6415.443512690418	6344.68835216375	6862.159769335023	7024.640852569659	6335.65614839028	6218.380839672246	6302.989898096014	6600.735755093562	6569.588373106169	6567.753614355521	-129.52148541808765	-668.7560340571508	-602.371477698387	-396.616323614714	-602.4846213342726	-619.2299373884152	-502.28211952583297	-664.738707762569	-744.4435126904182	-673.6883521637501	-1191.1597693350232	-1353.6408525696588	-664.6561483902797	-547.3808396722461	-631.9898980960143	-929.7357550935621	-898.5883731061685	-896.7536143555208	133044.49282144447	33058.06044876105	10857.558844287381	7162.545035678168	5951.906234255198	3421.7404158633085	7780.288962443555	1925.2115259340644	4709.284471407495	571.8921717187495	14.0	22.0	2.0	5.0	9.0	2.0	29.0	8.0	10.0	10.0	9.737180671340098E-5	9.737180671340106E-5	-15902.244752920555	0.0	-1119.0611082102153
65000	-19425.823563915183	-3549.9785841663197	-15875.844979748863	7581.047322314101	-1910.0473223141007	78066.79917095629	5796.658038802502	6520.4394700290195	6282.020968509252	6048.806806594561	6245.327732675923	6293.186954578594	6288.792302608712	6448.588645003034	6292.659012495361	6333.4954697627345	6853.258877367481	7101.0036990357485	6224.668143303976	6136.192750552933	6304.9213799827	6644.66253414063	6560.705704398044	6585.2536684332445	-125.65803880250223	-849.4394700290195	-611.0209685092523	-377.80680659456084	-574.3277326759226	-622.1869545785939	-617.7923026087119	-777.5886450030339	-621.6590124953609	-662.4954697627345	-1182.2588773674806	-1430.0036990357485	-553.6681433039757	-465.1927505529329	-633.9213799827003	-973.6625341406298	-889.705704398044	-914.2536684332445	133148.12643806956	27073.22874098493	40056.89046445617	5123.683997222553	4343.653897671804	3527.324845947738	5543.6239356469	2256.8065123214346	4787.255656680653	421.1422330873447	11.0	22.0	7.0	6.0	9.0	4.0	26.0	10.0	6.0	10.0	9.712579997156317E-5	9.712579997156316E-5	-15875.844979748863	0.0	-1130.6144756054828
70000	-19390.022716768974	-3539.4812342957525	-15850.541482473222	7536.730519371013	-1865.7305193710126	78922.85807127577	5796.678161989084	6523.9075353766	6277.90281744948	6046.585226298912	6214.232085603385	6288.352409184088	6321.095994701854	6372.221990953468	6289.226698958932	6322.138076244956	6915.404219078253	7119.1980191263	6127.27995045943	6203.914767676743	6320.128911461596	6551.230822784567	6513.64114056088	6591.8967852012165	-125.6781619890844	-852.9075353766002	-606.9028174494797	-375.58522629891195	-543.2320856033848	-617.3524091840882	-650.0959947018537	-701.2219909534679	-618.2266989589316	-651.1380762449562	-1244.404219078253	-1448.1980191263	-456.27995045943044	-532.9147676767434	-649.1289114615956	-880.230822784567	-842.6411405608796	-920.8967852012165	184628.9679922828	33832.109173152545	21483.949797463512	1792.6387585194766	4590.047784936066	2037.0637634498432	6314.6272110405835	3043.037211562967	2254.6187085329466	720.7557803468871	6.0	27.0	6.0	1.0	16.0	5.0	30.0	10.0	3.0	7.0	9.786172099892796E-5	9.786172099892791E-5	-15850.541482473222	0.0	-1121.1064161869692
75000	-19401.334991045598	-3541.2431955919737	-15860.091795453623	7624.27430413161	-1953.2743041316098	78425.05885705887	5839.573042022152	6646.803701080462	6261.151394273997	6080.977315635944	6152.203907035172	6289.097048047199	6303.478925474494	6288.769198586892	6289.430653624873	6314.349181255484	6913.971537633295	7072.81630210291	6187.11219882816	6280.442256529126	6395.694309121525	6769.719424358971	6516.051366654287	6581.605501862537	-168.57304202215164	-975.8037010804619	-590.1513942739966	-409.97731563594425	-481.20390703517205	-618.0970480471988	-632.4789254744937	-617.7691985868923	-618.4306536248732	-643.3491812554839	-1242.9715376332952	-1401.8163021029104	-516.1121988281602	-609.4422565291261	-724.6943091215253	-1098.719424358971	-845.0513666542874	-910.6055018625366	290137.3427288248	40300.83017765337	54779.451435234034	7300.16175838771	2584.992429685544	4157.808918724224	4910.842050168053	1923.0749751256737	2092.7088699009128	398.92243487777466	7.0	28.0	6.0	1.0	12.0	13.0	33.0	3.0	2.0	6.0	9.859435305263102E-5	9.859435305263107E-5	-15860.091795453623	0.0	-1121.8975884617976
80000	-19410.157604129206	-3543.1793559768525	-15866.978248152354	7511.166495395892	-1840.1664953958916	77956.10397371139	5830.568837826866	6574.925377689818	6268.761445529911	6010.063637612713	6171.715089002159	6259.552914280151	6257.3352530231905	6270.406671304388	6268.05923345214	6311.308349875824	6918.872538236208	7024.141642381135	6124.0508527903185	6264.05482837555	6477.015493853875	6653.558157746006	6520.979164179912	6587.97233802997	-159.568837826866	-903.9253776898177	-597.7614455299108	-339.06363761271314	-500.7150890021594	-588.5529142801506	-586.3352530231905	-599.4066713043876	-597.0592334521398	-640.3083498758242	-1247.8725382362081	-1353.1416423811352	-453.05085279031846	-593.0548283755497	-806.0154938538753	-982.5581577460061	-849.979164179912	-916.9723380299702	211724.02654186974	30718.781754941618	38059.48047983222	25563.174514163904	3581.665170359095	14310.667675258288	6989.493078646167	2965.607376276156	684.6380090348953	469.1537567319151	7.0	22.0	9.0	4.0	14.0	4.0	26.0	13.0	7.0	5.0	9.871522484364829E-5	9.871522484364825E-5	-15866.978248152354	0.0	-1121.4054944231848
85000	-19438.87530789971	-3560.3434251224026	-15878.531882777306	7523.317445777447	-1852.3174457774467	77457.17745630506	5821.1322531260885	6533.993184720141	6262.96482555494	6081.608152084213	6259.388113208573	6269.163573136075	6340.223572712405	6240.560365994296	6283.318895077661	6305.018700798241	6916.723298469382	7029.447295071243	6243.668794606533	6174.404452222004	6464.093095664567	6543.963665960252	6516.212704080053	6576.710956999961	-150.13225312608847	-862.9931847201406	-591.96482555494	-410.60815208421263	-588.3881132085726	-598.1635731360748	-669.2235727124053	-569.5603659942963	-612.3188950776612	-634.0187007982413	-1245.723298469382	-1358.4472950712434	-572.6687946065331	-503.4044522220038	-793.093095664567	-872.963665960252	-845.2127040800533	-905.7109569999611	581640.3420221121	23681.122726380607	65220.46609521101	50464.875809647274	5973.733200737369	10325.453521179232	13262.551098810747	6014.775432411598	558.6214214048125	664.7877915360415	8.0	27.0	5.0	2.0	7.0	5.0	25.0	20.0	5.0	7.0	9.787129518782408E-5	9.787129518782411E-5	-15878.531882777306	0.0	-1133.8168875929734
90000	-19410.52208887469	-3538.4310520014606	-15872.09103687323	7606.006805639505	-1935.0068056395048	77558.20314119433	5979.1927071607915	6516.929374658125	6302.238088291129	6113.710953113742	6317.9072529298255	6264.834954307384	6251.783774083363	6373.034037988589	6267.351091229387	6307.726880035	6915.88198902859	7035.70079888216	6186.485330371775	6242.910775025299	6376.385502271999	6538.900869704538	6506.678014094323	6527.753411735943	-308.19270716079154	-845.9293746581252	-631.2380882911293	-442.7109531137421	-646.9072529298255	-593.8349543073837	-580.7837740833629	-702.0340379885893	-596.3510912293868	-636.7268800350002	-1244.8819890285904	-1364.7007988821597	-515.4853303717746	-571.9107750252988	-705.385502271999	-867.9008697045383	-835.6780140943229	-856.7534117359428	223038.20094692332	28260.977468498622	49822.291100959694	81354.73040244885	8736.37561017574	5324.537552570595	7858.670681198753	4932.842283238023	797.5981367135539	459.4891681086939	5.0	24.0	3.0	4.0	1.0	18.0	25.0	20.0	5.0	6.0	9.917808431673917E-5	9.917808431673914E-5	-15872.09103687323	0.0	-1115.188305576306
95000	-19398.38219790366	-3529.580264284471	-15868.801933619186	7537.087040252715	-1866.0870402527153	75688.48870110672	5802.356992511984	6553.670515823446	6231.872263009477	6112.108143880147	6230.552181635949	6233.815381200501	6074.1026815562345	6359.851976128115	6305.629661724402	6271.337934298143	6890.922379754319	7082.454342213204	6081.868337005178	6221.423242537701	6470.22734577816	6513.29753245035	6482.685792233807	6602.575003507258	-131.35699251198366	-882.6705158234463	-560.8722630094771	-441.1081438801466	-559.5521816359487	-562.8153812005012	-403.10268155623453	-688.851976128115	-634.6296617244016	-600.3379342981434	-1219.922379754319	-1411.4543422132037	-410.86833700517764	-550.4232425377013	-799.2273457781603	-842.2975324503504	-811.6857922338068	-931.5750035072579	262721.3776253321	21410.12469039815	33560.69972291832	86266.43816730086	10170.267354299653	2081.4342877548884	8861.2682377958	2692.5245625810203	726.6616524401165	515.9292963901182	7.0	25.0	2.0	1.0	3.0	13.0	28.0	20.0	10.0	2.0	9.979634114453209E-5	9.9796341144532E-5	-15868.801933619186	0.0	-1105.277928878734
100000	-19386.26594483571	-3538.8232619768864	-15847.442682858824	7507.775497040143	-1836.775497040143	76474.47542172116	5833.884925879009	6457.53453348281	6246.785996067223	6185.446976501831	6195.561597537252	6259.133979975819	6166.71493925276	6313.6730552731415	6306.158297593807	6268.310723774281	6900.477978385213	7157.3457128805385	6133.315793235825	6228.306303810065	6439.732736915893	6570.00950645807	6419.477833999146	6569.235365944932	-162.88492587900873	-786.5345334828098	-575.7859960672231	-514.4469765018312	-524.561597537252	-588.1339799758189	-495.7149392527599	-642.6730552731415	-635.1582975938072	-597.3107237742806	-1229.4779783852127	-1486.3457128805385	-462.31579323582537	-557.3063038100654	-768.7327369158929	-899.0095064580701	-748.4778339991462	-898.2353659449318	202263.38645296384	44231.332267375044	18124.102800772733	40641.13950297364	6099.209657991773	3646.0664849082887	5822.065541281717	3717.8977863813566	904.5062490684589	385.4906568727461	4.0	26.0	3.0	2.0	2.0	8.0	30.0	24.0	9.0	3.0	9.949793447468216E-5	9.949793447468219E-5	-15847.442682858824	0.0	-1119.3287965625839
105000	-19385.73587043371	-3543.6905957670715	-15842.04527466664	7528.6269105227675	-1857.6269105227675	79278.80025678739	5852.165932790836	6583.175410242336	6459.687980197961	6186.888372039004	6175.388564413632	6238.0468392491475	6202.570856142497	6409.547370162565	6360.151413309566	6254.49017149714	6911.4848111864785	7147.604915249431	6159.544106949885	6239.00119655796	6418.68048319027	6567.369238229682	6413.350845891251	6474.629908048092	-181.16593279083645	-912.1754102423356	-788.6879801979612	-515.888372039004	-504.3885644136317	-567.0468392491475	-531.5708561424972	-738.5473701625651	-689.1514133095661	-583.4901714971402	-1240.4848111864785	-1476.6049152494306	-488.54410694988474	-568.0011965579597	-747.68048319027	-896.3692382296822	-742.3508458912511	-803.6299080480921	536317.4150402761	37120.741521671844	6864.972644689489	12551.092004403454	26098.74392889322	4862.110009828275	8025.904357250056	3729.3325624569293	1141.335484642396	256.3600698890794	5.0	23.0	6.0	4.0	3.0	7.0	32.0	19.0	7.0	5.0	9.715419593601822E-5	9.715419593601826E-5	-15842.04527466664	0.0	-1121.7457507175518
110000	-19401.33212894916	-3555.8337941281025	-15845.498334821059	7568.5762364426755	-1897.5762364426755	76315.11848796468	5763.173301727188	6400.726613879839	6404.187677881498	6121.659980076895	6221.967336147094	6218.821638442704	6286.761538203639	6477.890853593525	6245.996632664035	6250.567370796271	6813.717949834953	7055.566280109035	6136.20446983514	6135.634644660944	6733.186251393769	6507.650992504967	6461.7127826450005	6526.333128841206	-92.17330172718812	-729.7266138798386	-733.1876778814976	-450.6599800768954	-550.9673361470941	-547.8216384427042	-615.7615382036392	-806.8908535935252	-574.9966326640351	-579.5673707962706	-1142.7179498349533	-1384.5662801090348	-465.2044698351401	-464.6346446609441	-1062.1862513937695	-836.6509925049668	-790.7127826450005	-855.3331288412064	215168.97520523483	37236.59458301446	14309.860021770304	14283.17367451919	10268.740909486934	3234.9338287452383	7814.858101668131	3942.5137590330423	4551.801230609613	766.3857163484859	5.0	22.0	5.0	10.0	6.0	3.0	25.0	12.0	15.0	8.0	9.976570301771825E-5	9.976570301771825E-5	-15845.498334821059	0.0	-1134.6857461117945
115000	-19378.18159729754	-3549.191334530249	-15828.990262767291	7524.610076180899	-1853.6100761808993	74977.09331864477	5800.660552937322	6484.5243159988895	6303.687447946591	6089.923659817576	6138.152094253444	6164.961348592335	6066.083295820833	6295.884966251146	6269.43586423125	6180.859825610025	6931.112865508535	7073.462207212379	6166.606783327056	6166.773684316821	6444.079504762619	6502.456925637774	6413.246167180331	6596.043969794899	-129.66055293732188	-813.5243159988895	-632.6874479465914	-418.92365981757575	-467.1520942534444	-493.9613485923346	-395.083295820833	-624.8849662511457	-598.43586423125	-509.8598256100249	-1260.112865508535	-1402.4622072123793	-495.6067833270563	-495.77368431682135	-773.0795047626189	-831.4569256377736	-742.2461671803312	-925.0439697948987	222690.6757330984	34812.351974674995	37279.87734121205	10129.556628685303	5232.425758746792	6885.286485697392	9223.17628803254	4563.721141825666	5809.718226320639	921.7962183628063	5.0	15.0	8.0	9.0	4.0	10.0	22.0	11.0	14.0	13.0	9.951754759313695E-5	9.951754759313688E-5	-15828.990262767291	0.0	-1127.2918039100123
120000	-19402.79556786026	-3563.5896884469767	-15839.205879413283	7446.091447045743	-1775.0914470457428	75493.82954388061	5831.221347658402	6445.107552511534	6359.542091427539	6004.522196368436	6155.814184938355	6142.493799294722	6157.29889583277	6498.8142916184515	6157.255109138656	6164.853587373511	6954.726661023434	7122.261837727033	6149.611342003796	6134.362295841094	6542.696699720846	6534.83734708505	6427.750026657635	6571.4809121832095	-160.221347658402	-774.1075525115339	-688.5420914275392	-333.5221963684362	-484.81418493835463	-471.4937992947216	-486.29889583276963	-827.8142916184515	-486.2551091386558	-493.8535873735109	-1283.7266610234337	-1451.2618377270328	-478.6113420037964	-463.36229584109424	-871.6966997208456	-863.8373470850502	-756.7500266576353	-900.4809121832095	221349.2561278766	68330.35289070991	37330.530771523016	18975.384201122153	8172.598446394262	11516.061681163756	15054.029580737737	7889.475762183967	2388.4472502066847	496.8675202103252	1.0	12.0	12.0	5.0	2.0	16.0	16.0	19.0	17.0	11.0	9.872715525463398E-5	9.872715525463406E-5	-15839.205879413283	0.0	-1140.5558183395103
125000	-19377.744626399388	-3559.5385488592588	-15818.206077540128	7683.52477757959	-2012.5247775795897	77927.51923343865	5755.895637997103	6538.739260881571	6609.994919212178	6097.911489109516	6137.005342529708	6156.477169513939	6203.880764923383	6672.667501207977	6242.145863223323	6195.418988633094	6977.013264146642	7129.569897800056	6289.162403595343	6200.450000274926	6558.2605409429025	6569.223353805716	6388.486671369607	6675.111263515406	-84.89563799710322	-867.7392608815708	-938.9949192121776	-426.91148910951597	-466.0053425297083	-485.47716951393886	-532.8807649233831	-1001.6675012079768	-571.1458632233234	-524.4189886330942	-1306.0132641466416	-1458.5698978000564	-618.1624035953428	-529.4500002749264	-887.2605409429025	-898.2233538057162	-717.4866713696074	-1004.1112635154059	205860.33060489327	47017.057891765224	69215.2881809856	10677.162693543209	16702.988842259725	6564.037964487572	9311.861439993607	7906.01433117533	3895.068910015564	714.5851388125751	2.0	15.0	7.0	5.0	7.0	17.0	16.0	12.0	22.0	8.0	9.804802115622617E-5	9.804802115622625E-5	-15818.206077540128	0.0	-1134.9145815114655
130000	-19397.35934994309	-3564.0456773864184	-15833.313672556671	7764.201507474322	-2093.201507474322	77112.41112659589	5738.593355875742	6400.102231585422	6230.85810079127	6157.722207858306	6092.774084580815	6161.4477724961125	6146.186298685104	6471.007126359978	6338.735253443755	6218.036039859143	6929.044069450425	7161.834232199133	6321.77788905949	6163.9696214331425	6898.996486827737	6566.565355805044	6439.750126484361	6549.814624300747	-67.59335587574242	-729.1022315854216	-559.8581007912699	-486.7222078583063	-421.7740845808148	-490.4477724961125	-475.1862986851038	-800.0071263599784	-667.735253443755	-547.0360398591429	-1258.044069450425	-1490.834232199133	-650.77788905949	-492.9696214331425	-1227.9964868277366	-895.5653558050444	-768.7501264843613	-878.8146243007468	406518.21157946397	50258.08709585249	14247.039055489462	19344.354415822563	3919.7913539527735	7208.560862174982	9842.53928743636	8794.146463524248	3546.72615586548	307.21066682929353	2.0	18.0	4.0	5.0	3.0	19.0	16.0	16.0	22.0	6.0	9.933390275647631E-5	9.933390275647623E-5	-15833.313672556671	0.0	-1140.0484226150227
135000	-19401.38022735432	-3570.498631901504	-15830.881595452815	7754.024220254755	-2083.024220254755	80417.05073143731	5825.112814407528	6476.262330190731	6617.287997909751	6058.982502959013	6095.930079567768	6208.516917362197	6183.179609020643	6318.7915755402755	6341.03948744086	6226.214833718464	6829.592010441665	7304.661411186547	6438.101748989416	6214.655177079258	6621.546992563561	6627.550079157978	6469.988317185136	6610.559735129777	-154.11281440752828	-805.2623301907306	-946.2879979097506	-387.9825029590129	-424.9300795677682	-537.5169173621971	-512.1796090206426	-647.7915755402755	-670.0394874408603	-555.2148337184644	-1158.5920104416646	-1633.6614111865474	-767.1017489894157	-543.6551770792576	-950.5469925635607	-956.550079157978	-798.9883171851361	-939.5597351297774	185741.37234776403	53316.69699379625	38034.30577010694	9864.778172192842	30013.050193987685	13997.930545801448	10471.520681567652	4004.0370808342	2575.405728507695	729.7710125145531	4.0	16.0	14.0	2.0	1.0	16.0	15.0	15.0	19.0	9.0	9.689327395746721E-5	9.689327395746723E-5	-15830.881595452815	0.0	-1145.7377752843768
140000	-19380.878962994804	-3555.724744935979	-15825.154218058826	7560.791406580552	-1889.7914065805517	77318.89842526689	5800.452386627628	6425.519378107515	6419.406265611713	6138.720175749113	6079.817275863141	6178.445912500474	6146.563325928078	6316.767170532144	6433.915975818464	6244.951899310224	6723.539581265971	7293.55307260176	6260.132675762978	6191.8482155978	6638.147320423567	6579.50630024198	6369.01070334947	6671.74009917386	-129.45238662762767	-754.519378107515	-748.406265611713	-467.72017574911297	-408.8172758631408	-507.44591250047415	-475.5633259280776	-645.7671705321436	-762.9159758184642	-573.9518993102238	-1052.5395812659708	-1622.5530726017596	-589.1326757629777	-520.8482155977999	-967.1473204235672	-908.5063002419802	-698.0107033494696	-1000.7400991738596	321350.60737455194	56298.28894353666	16714.63997043798	3494.1684005498564	15612.745350734285	12076.834744640008	3223.130623695954	3950.613244696055	3330.59530532254	325.468373819716	4.0	19.0	13.0	1.0	9.0	20.0	2.0	17.0	18.0	8.0	9.640474662999713E-5	9.640474662999712E-5	-15825.154218058826	0.0	-1132.8068445971928
145000	-19381.362510505427	-3562.3834901864143	-15818.979020319013	7504.590886915558	-1833.5908869155583	74045.28334047353	5793.218966285634	6478.481080697256	6428.646161305437	6275.834131433819	6089.814313147941	6169.466324279204	6178.916003588325	6335.706504526755	6339.081655945248	6207.789776912653	6687.785377853153	7254.52809032209	6199.968316605925	6165.12667704764	6522.041922054016	6556.101580501964	6322.842298486229	6562.1688965703415	-122.21896628563445	-807.4810806972564	-757.6461613054371	-604.8341314338186	-418.814313147941	-498.46632427920395	-507.9160035883251	-664.7065045267555	-668.0816559452478	-536.789776912653	-1016.7853778531526	-1583.52809032209	-528.9683166059249	-494.12667704764044	-851.0419220540161	-885.1015805019642	-651.8422984862291	-891.1688965703415	273601.6637071683	29109.82706362648	51754.34064029825	12360.24579810657	14245.417738834549	7507.125166218847	8630.344040505022	2606.5853736131216	5687.2373292382745	549.1563832238626	5.0	22.0	9.0	4.0	17.0	15.0	5.0	9.0	19.0	6.0	9.914950011048831E-5	9.914950011048824E-5	-15818.979020319013	0.0	-1138.6382412000034
150000	-19404.008107187936	-3559.0208358242576	-15844.98727136368	7609.834769794685	-1938.8347697946847	78596.9125552938	5929.920470056746	6482.878360054654	6333.20242690081	5990.0359804646005	6223.090854647619	6182.234964591244	6170.074641399065	6426.916797178133	6250.8055250213565	6236.657425882809	6733.572141480501	7275.17719771541	6411.523049906133	6135.805734700227	6484.6433140664	6604.15642284862	6333.3929408556705	6455.056823339658	-258.9204700567461	-811.878360054654	-662.2024269008098	-319.03598046460047	-552.0908546476194	-511.2349645912436	-499.0746413990646	-755.9167971781326	-579.8055250213565	-565.6574258828086	-1062.5721414805012	-1604.1771977154103	-740.5230499061327	-464.8057347002268	-813.6433140664003	-933.1564228486204	-662.3929408556705	-784.056823339658	466570.5378354643	19105.431336201644	23301.970682655196	8331.2963462571	10653.148420523266	7324.073900945388	19390.19314631432	3612.951175912058	4068.1807597307625	348.7689531934908	5.0	26.0	4.0	2.0	9.0	10.0	13.0	13.0	24.0	5.0	9.844639710805794E-5	9.844639710805789E-5	-15844.98727136368	0.0	-1134.8638018309468
155000	-19401.650823703898	-3559.9452004835975	-15841.705623220301	7703.404645221249	-2032.4046452212488	80468.31615473451	5777.531127382726	6493.093189110003	6430.085800491912	6170.949031953285	6222.826982561039	6168.296089849531	6243.496320230084	6448.743536101582	6498.705968802959	6277.8894357360605	6882.059049681409	7313.710816881634	6295.657965822341	6127.289018257779	6746.74171775672	6647.430078784622	6307.966537764984	6554.097016973408	-106.53112738272557	-822.0931891100026	-759.0858004919119	-499.94903195328516	-551.8269825610387	-497.2960898495312	-572.4963202300842	-777.7435361015823	-827.7059688029594	-606.8894357360605	-1211.0590496814093	-1642.710816881634	-624.6579658223409	-456.2890182577794	-1075.7417177567204	-976.4300787846223	-636.9665377649844	-883.0970169734082	246809.33542281605	34480.7049249979	9522.28950462547	22232.24278020805	31000.37167080994	13503.074164302801	8452.089982732505	6190.117360128032	3633.603014966501	324.4833545715716	5.0	27.0	2.0	9.0	1.0	14.0	13.0	4.0	30.0	6.0	9.47841622096579E-5	9.478416220965798E-5	-15841.705623220301	0.0	-1135.8599363716128
160000	-19400.529997565987	-3568.6550053812916	-15831.874992184696	7571.006766052021	-1900.0067660520208	78815.74483403104	5792.1211803436845	6732.000382872229	6601.800743246885	6184.924952057989	6207.688214499214	6142.197283137342	6238.659430537945	6456.066856178012	6274.643007825222	6239.997317989656	6889.040149330933	7225.420848255444	6300.626866951036	6208.943036317827	6850.929863518345	6494.398584993652	6368.855445817788	6563.379167722262	-121.1211803436845	-1061.0003828722292	-930.8007432468848	-513.9249520579888	-536.6882144992142	-471.1972831373423	-567.6594305379449	-785.0668561780121	-603.6430078252224	-568.997317989656	-1218.0401493309328	-1554.420848255444	-629.6268669510364	-537.9430363178271	-1179.929863518345	-823.3985849936516	-697.8554458177878	-892.3791677222616	799144.0469110158	33914.11421258061	14829.176519913952	36632.485783228076	14357.31384536053	12782.993233064197	18944.5251701716	9711.417904849306	3592.9723089417394	288.4532234708458	2.0	24.0	8.0	6.0	4.0	10.0	13.0	12.0	26.0	6.0	9.661590760884817E-5	9.66159076088482E-5	-15831.874992184696	0.0	-1141.1178118445457
165000	-19387.05770977919	-3563.493679326939	-15823.56403045225	7692.180037466373	-2021.1800374663726	76395.554537317	5826.900576208202	6602.617278064091	6358.8894543069855	6207.488135801169	6134.5603261558335	6088.47760417675	6247.034593827386	6366.825699616933	6460.918395511165	6193.543175780016	6794.467179248457	7233.536399912321	6178.860040939714	6131.999660201935	6478.615812499769	6485.640447578393	6352.139169169191	6636.585225300549	-155.90057620820244	-931.6172780640909	-687.8894543069855	-536.4881358011689	-463.56032615583354	-417.47760417675	-576.0345938273858	-695.825699616933	-789.9183955111648	-522.5431757800161	-1123.467179248457	-1562.536399912321	-507.86004093971405	-460.9996602019346	-807.6158124997692	-814.6404475783929	-681.1391691691906	-965.5852253005487	124134.27405091531	37140.961562017874	6499.729778028332	10006.740938774277	11370.969841729888	11420.685244957102	19039.215422366935	12450.939913178248	3959.459025694727	382.30016006216186	5.0	25.0	6.0	11.0	4.0	10.0	2.0	17.0	25.0	6.0	9.890469004963594E-5	9.89046900496359E-5	-15823.56403045225	0.0	-1141.1178972387565
170000	-19380.20240276923	-3563.611863824184	-15816.590538945045	7684.35407387398	-2013.3540738739803	85224.61585639909	5864.971198104578	6663.242553443595	6658.415957247688	6108.9108518405	6247.093940955164	6223.059093897653	6340.101728176194	6549.031015126546	6576.633561946163	6312.758258572167	6846.674962964033	7352.62626778004	6274.471003268792	6208.576338159276	6675.983041974233	6588.412855318671	6397.608928373747	6638.8368358124835	-193.97119810457843	-992.2425534435952	-987.4159572476883	-437.9108518405001	-576.0939409551638	-552.0590938976529	-669.1017281761942	-878.0310151265458	-905.6335619461634	-641.7582585721666	-1175.6749629640326	-1681.6262677800396	-603.4710032687917	-537.576338159276	-1004.983041974233	-917.4128553186711	-726.6089283737474	-967.8368358124835	397892.4203725414	44287.82954665315	8699.71469723516	7150.33877578531	6319.840147882427	12586.907773703131	6091.753758296931	6439.572451185228	3521.3591542404097	673.6936389714092	4.0	22.0	1.0	12.0	1.0	23.0	5.0	8.0	27.0	8.0	8.890810663617904E-5	8.890810663617916E-5	-15816.590538945045	0.0	-1141.7017054221997
