4	and	Ngayarta	Panyjima	kunu	30
4	and	Kanyara-Mantharta	Payungu	-tyipi	23
4	and	Wati	PintupiLuritja	NA	0
4	and	Karnic	PittaPitta	NA	0
4	and	Kanyara-Mantharta	Purduna	NA	0
4	and	Yolngu	Ritharrngu	bili	11
4	and	Kanyara-Mantharta	Thalanyji	-jibi	23
4	and	Kanyara-Mantharta	Tharrgari	part	24
4	and	Paman	Thaynakwith	NA	0
4	and	Paman	Umpila	althayi	12
4	and	Paman	UwOykangand	NA	0
4	and	Garrwan	Waanyi	banga	52
4	and	Central NSW	Wailwan	-yaandi	62
4	and	Kartu	Wajarri	NA	0
4	and	Warluwaric	Wakaya	pa	4
4	and	Ngumpin-Yapa	WalmajarriBilliluna	NA	0
4	and	Wati	Wangkajunga	ka / nyangka	6
4	and	Karnic	Wangkumara	NA	0
4	and	Dyirbalic	Wargamay	NA	0
4	and	Ngumpin-Yapa	Warlmanpa	kapi	15
4	and	Ngumpin-Yapa	Warlpiri	(N)	5
4	and	Warluwaric	Warluwarra	NA	0
4	and	Wati	Warnman	-kamu	18
4	and	Kanyara-Mantharta	Warriyangga	-tyipi	23
4	and	Kulin	WembaWemba	ba	4
4	and	Arandic	WesternArrarnta	NA	0
4	and	Paman	WikMungkan	a	8
4	and	Central NSW	Wiradjuri	ganhang	45
4	and	Thura-Yura	Wirangu	pa	4
4	and	Dyirbalic	Wulguru	NA	0
4	and	Paman	Yadhaykenu	NA	0
4	and	Kalkatungic	Yalarnnga	NA	0
4	and	Yolngu	Yannhangu	ga	6
4	and	Karnic	Yandruwandha	ya, ŋa	9
4	and	Warluwaric	Yanyuwa	kulu	22
4	and	Karnic	Yarluyandi	NA	0
4	and	Gumbaynggiric	Yaygirr	NA	0
4	and	Paman	Yidiny	NA	0
4	and	Ngayarta	Yindjibarndi	mundu	42
4	and	Ngayarta	Yinhawangka	NA	0
4	and	Paman	YirYoront	lon	53
4	and	Yotayotic	YortaYorta	NA	0
4	and	Wati	Yulparija	kamu	18
4	and	Central NSW	Yuwaalaraay	gaalanha	44
5	ankle	Thura-Yura	Adnyamathanha	yarlkarrxa	36
5	ankle	Kartu	Badimaya	ulypa	7
5	ankle	Bandjalangic	Bandjalang	wulu	51
5	ankle	Waka-Kabi	Batyala	wulu	51
5	ankle	Maric	BidyaraGungabula	pařku	43
5	ankle	Ngumpin-Yapa	Bilinarra	garr(u)wang	24
5	ankle	Maric	Biri	bumugul	29
5	ankle	Warluwaric	Bularnu	NA	0
5	ankle	Yolngu	Dhangu	NA	0
5	ankle	Maric	Dharumbal	wul	51
5	ankle	Yolngu	Dhayyi	NA	0
5	ankle	Karnic	Diyari	tidnakatitjiti	63
5	ankle	Paman	Djabugay	nukal	59
5	ankle	Yolngu	Djapu	dhapa	66
5	ankle	Yolngu	Djinang	baṯ	5
5	ankle	Waka-Kabi	Duungidjawu	wulu	51
5	ankle	Dyirbalic	Dyirbal	ragool	12
5	ankle	Central NSW	Gamilaraay	ngawurr	37
5	ankle	Maric	Gangulu	parrku/parraku	43
5	ankle	Bandjalangic	Githabul	wulu	51
5	ankle	Maric	GuguBadhun	ragul	12
5	ankle	Gumbaynggiric	Gumbaynggir	dulu	50
5	ankle	Maric	Gunggari	NA	0
5	ankle	Maric	Gunya	badgi	43
5	ankle	Yolngu	Gupapuyngu	ḏulkun	13
5	ankle	Ngumpin-Yapa	Gurindji	tari	8
5	ankle	Paman	GuuguYimidhirr	nugal	59
5	ankle	Maric	Guwamu	bardgi	43
5	ankle	Ngumpin-Yapa	Jaru	budu	2
5	ankle	Kanyara-Mantharta	Jiwarli	parlku	43
5	ankle	Kalkatungic	Kalkatungu	rnuku	59
5	ankle	Marrngu	Karajarri	milku	1
5	ankle	Ngayarta	Kariyarra	partara	5
5	ankle	Wati	Kartujarra	luku	9
5	ankle	Paman	KokNar	NA	0
5	ankle	Paman	KokoBera	temelmalt	85
5	ankle	Paman	KuguNganhcara	konto mila	53
5	ankle	NorthernIsolate	Kukatj	nyiinemurngk	57
5	ankle	Wati	Kukatja	Ncom	9
5	ankle	Paman	KukuYalanji	bibar, wulu	51
5	ankle	Karnic	Kungkari	NA	0
5	ankle	Paman	Kunjen	NA	0
5	ankle	Ngayarta	Kurrama	partara	5
5	ankle	Paman	Kurtjar	nomorngk, nimoerngk	61
5	ankle	Paman	KuukThaayorre	NA	0
5	ankle	Tangkic	Lardil	NA	0
5	ankle	Paman	Linngithigh	owru	62
5	ankle	Kartu	Malgana	NA	0
5	ankle	Yardli	Malyangapa	NA	0
5	ankle	Marrngu	MangalaMcK	putu	2
5	ankle	Maric	Margany	badgi	43
5	ankle	Ngayarta	Martuthunira	NA	0
5	ankle	Paman	Mbabaram	NA	0
5	ankle	Paman	Mbakwithi	ŋgwunu	65
5	ankle	Mirniny	Mirniny	tharrjin	19
5	ankle	Ngumpin-Yapa	Mudburra	bardbala	5
5	ankle	Muruwaric	Muruwari	parranggal	11
5	ankle	Thura-Yura	Narrungga	gabadja	23
5	ankle	Wati	Ngaanyatjarra	tari	8
5	ankle	Mirniny	Ngadjumaya	taddjin	33
5	ankle	Karnic	Ngamini	dulyi	44
5	ankle	Ngumpin-Yapa	Ngardily	NA	0
5	ankle	Ngumpin-Yapa	Ngarinyman	lawardga	25
5	ankle	Ngayarta	Ngarla	walkarr	54
5	ankle	Ngayarta	Ngarluma	bardara	59
5	ankle	Mayi	Ngawun	pirna	55
5	ankle	Central NSW	Ngiyambaa	burrunggal	40
5	ankle	Kartu	Nhanta	parlba	7
5	ankle	Karnic	Nhirrpi	NA	0
5	ankle	Thura-Yura	Nukunu	NA	0
5	ankle	Ngayarta	Nyamal	karnti	75
5	ankle	Marrngu	Nyangumarta	luku	9
5	ankle	Dyirbalic	Nyawaygi	NA	0
5	ankle	Paman	Olkola	NA	0
5	ankle	Paakantyi	Paakantyi	giḷi	16
5	ankle	Paman	Pakanh	thuumpa	69
5	ankle	Ngayarta	Panyjima	nhukurlpa	59
5	ankle	Kanyara-Mantharta	Payungu	parlku	43
5	ankle	Wati	PintupiLuritja	luku	9
5	ankle	Karnic	PittaPitta	marti	18
5	ankle	Kanyara-Mantharta	Purduna	parlku	43
5	ankle	Yolngu	Ritharrngu	rdungurru	14
5	ankle	Kanyara-Mantharta	Thalanyji	parlku	43
5	ankle	Kanyara-Mantharta	Tharrgari	parlgu	43
5	ankle	Paman	Thaynakwith	kwambak	79
5	ankle	Paman	Umpila	muta,thaqu-	18
5	ankle	Paman	UwOykangand	NA	0
5	ankle	Garrwan	Waanyi	NA	0
5	ankle	Central NSW	Wailwan	margun	39
5	ankle	Kartu	Wajarri	barlba	7
5	ankle	Warluwaric	Wakaya	marntu	15
5	ankle	Ngumpin-Yapa	WalmajarriBilliluna	NA	0
5	ankle	Wati	Wangkajunga	tari	8
5	ankle	Karnic	Wangkumara	martaduku	18
5	ankle	Dyirbalic	Wargamay	NA	0
5	ankle	Ngumpin-Yapa	Warlmanpa	partta	5
5	ankle	Ngumpin-Yapa	Warlpiri	tari	8
5	ankle	Warluwaric	Warluwarra	mandimili	15
